Mod:Item:MetaData, Localized Name
conarm:armor_plate:0, Green Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Silver Dragon Scales Armor Plates
conarm:armor_plate:0, Blood Infused Wooden Armor Plates
conarm:armor_plate:0, Blood Infused Iron Armor Plates
conarm:armor_plate:0, Tiberium Armor Plates
conarm:armor_plate:0, Aurorium Armor Plates
conarm:armor_plate:0, Prometheum Armor Plates
conarm:armor_plate:0, Duranite Armor Plates
conarm:armor_plate:0, Valyrium Armor Plates
conarm:armor_plate:0, Vibranium Armor Plates
conarm:armor_plate:0, Terrax Armor Plates
conarm:armor_plate:0, Palladium Armor Plates
conarm:armor_plate:0, Uru Armor Plates
conarm:armor_plate:0, Eezo Armor Plates
conarm:armor_plate:0, Basalt Armor Plates
conarm:armor_plate:0, Triberium Armor Plates
conarm:armor_plate:0, Fractum Armor Plates
conarm:armor_plate:0, Violium Armor Plates
conarm:armor_plate:0, Proxii Armor Plates
conarm:armor_plate:0, Tritonite Armor Plates
conarm:armor_plate:0, Ignitz Armor Plates
conarm:armor_plate:0, Imperomite Armor Plates
conarm:armor_plate:0, Solarium Armor Plates
conarm:armor_plate:0, Nihilite Armor Plates
conarm:armor_plate:0, Adamant Armor Plates
conarm:armor_plate:0, Dyonite Armor Plates
conarm:armor_plate:0, Nucleum Armor Plates
conarm:armor_plate:0, Lumix Armor Plates
conarm:armor_plate:0, Seismum Armor Plates
conarm:armor_plate:0, Astrium Armor Plates
conarm:armor_plate:0, Niob Armor Plates
conarm:armor_plate:0, Yrdeen Armor Plates
conarm:armor_plate:0, Meteorite Armor Plates
conarm:armor_plate:0, Obsidiorite Armor Plates
conarm:armor_plate:0, Treated Wood Armor Plates
conarm:armor_plate:0, Constantan Armor Plates
conarm:chest_core:0, Naga Scale Chestplate Core
conarm:chest_core:0, Steeleaf Chestplate Core
conarm:chest_core:0, Fiery Chestplate Core
conarm:chest_core:0, Knightly Chestplate Core
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Dragon Bone Chestplate Core
conarm:chest_core:0, Desert Myrmex Chitin Chestplate Core
conarm:chest_core:0, Jungle Myrmex Chitin Chestplate Core
conarm:chest_core:0, Fire Dragonsteel Chestplate Core
conarm:chest_core:0, Ice Dragonsteel Chestplate Core
conarm:chest_core:0, Weezer Chestplate Core
conarm:chest_core:0, Frost Troll Leather Chestplate Core
conarm:chest_core:0, Tan Deathworm Chitin Chestplate Core
conarm:chest_core:0, Bronze Dragon Scales Chestplate Core
conarm:chest_core:0, Blue Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Purple Sea Serpent Scales Chestplate Core
conarm:chest_core:0, White Dragon Scales Chestplate Core
conarm:chest_core:0, White Deathworm Chitin Chestplate Core
conarm:chest_core:0, Brown Deathworm Chitin Chestplate Core
conarm:chest_core:0, Gray Dragon Scales Chestplate Core
conarm:chest_core:0, Sapphire Dragon Scales Chestplate Core
conarm:chest_core:0, Teal Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Blue Dragon Scales Chestplate Core
conarm:chest_core:0, Forest Troll Leather Chestplate Core
conarm:chest_core:0, Green Dragon Scales Chestplate Core
conarm:chest_core:0, Mountain Troll Leather Chestplate Core
conarm:chest_core:0, Bronze Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Red Dragon Scales Chestplate Core
conarm:chest_core:0, Deep Blue Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Red Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Green Sea Serpent Scales Chestplate Core
conarm:chest_core:0, Silver Dragon Scales Chestplate Core
conarm:chest_core:0, Blood Infused Wooden Chestplate Core
conarm:chest_core:0, Blood Infused Iron Chestplate Core
conarm:chest_core:0, Tiberium Chestplate Core
conarm:chest_core:0, Aurorium Chestplate Core
conarm:chest_core:0, Prometheum Chestplate Core
conarm:chest_core:0, Duranite Chestplate Core
conarm:chest_core:0, Valyrium Chestplate Core
conarm:chest_core:0, Vibranium Chestplate Core
conarm:chest_core:0, Terrax Chestplate Core
conarm:chest_core:0, Palladium Chestplate Core
conarm:chest_core:0, Uru Chestplate Core
conarm:chest_core:0, Eezo Chestplate Core
conarm:chest_core:0, Basalt Chestplate Core
conarm:chest_core:0, Triberium Chestplate Core
conarm:chest_core:0, Fractum Chestplate Core
conarm:chest_core:0, Violium Chestplate Core
conarm:chest_core:0, Proxii Chestplate Core
conarm:chest_core:0, Tritonite Chestplate Core
conarm:chest_core:0, Ignitz Chestplate Core
conarm:chest_core:0, Imperomite Chestplate Core
conarm:chest_core:0, Solarium Chestplate Core
conarm:chest_core:0, Nihilite Chestplate Core
conarm:chest_core:0, Adamant Chestplate Core
conarm:chest_core:0, Dyonite Chestplate Core
conarm:chest_core:0, Nucleum Chestplate Core
conarm:chest_core:0, Lumix Chestplate Core
conarm:chest_core:0, Seismum Chestplate Core
conarm:chest_core:0, Astrium Chestplate Core
conarm:chest_core:0, Niob Chestplate Core
conarm:chest_core:0, Yrdeen Chestplate Core
conarm:chest_core:0, Meteorite Chestplate Core
conarm:chest_core:0, Obsidiorite Chestplate Core
conarm:chest_core:0, Treated Wood Chestplate Core
conarm:chest_core:0, Constantan Chestplate Core
conarm:leggings_core:0, Naga Scale Leggings Core
conarm:leggings_core:0, Steeleaf Leggings Core
conarm:leggings_core:0, Fiery Leggings Core
conarm:leggings_core:0, Knightly Leggings Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Dragon Bone Leggings Core
conarm:leggings_core:0, Desert Myrmex Chitin Leggings Core
conarm:leggings_core:0, Jungle Myrmex Chitin Leggings Core
conarm:leggings_core:0, Fire Dragonsteel Leggings Core
conarm:leggings_core:0, Ice Dragonsteel Leggings Core
conarm:leggings_core:0, Weezer Leggings Core
conarm:leggings_core:0, Frost Troll Leather Leggings Core
conarm:leggings_core:0, Tan Deathworm Chitin Leggings Core
conarm:leggings_core:0, Bronze Dragon Scales Leggings Core
conarm:leggings_core:0, Blue Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Purple Sea Serpent Scales Leggings Core
conarm:leggings_core:0, White Dragon Scales Leggings Core
conarm:leggings_core:0, White Deathworm Chitin Leggings Core
conarm:leggings_core:0, Brown Deathworm Chitin Leggings Core
conarm:leggings_core:0, Gray Dragon Scales Leggings Core
conarm:leggings_core:0, Sapphire Dragon Scales Leggings Core
conarm:leggings_core:0, Teal Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Blue Dragon Scales Leggings Core
conarm:leggings_core:0, Forest Troll Leather Leggings Core
conarm:leggings_core:0, Green Dragon Scales Leggings Core
conarm:leggings_core:0, Mountain Troll Leather Leggings Core
conarm:leggings_core:0, Bronze Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Red Dragon Scales Leggings Core
conarm:leggings_core:0, Deep Blue Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Red Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Green Sea Serpent Scales Leggings Core
conarm:leggings_core:0, Silver Dragon Scales Leggings Core
conarm:leggings_core:0, Blood Infused Wooden Leggings Core
conarm:leggings_core:0, Blood Infused Iron Leggings Core
conarm:leggings_core:0, Tiberium Leggings Core
conarm:leggings_core:0, Aurorium Leggings Core
conarm:leggings_core:0, Prometheum Leggings Core
conarm:leggings_core:0, Duranite Leggings Core
conarm:leggings_core:0, Valyrium Leggings Core
conarm:leggings_core:0, Vibranium Leggings Core
conarm:leggings_core:0, Terrax Leggings Core
conarm:leggings_core:0, Palladium Leggings Core
conarm:leggings_core:0, Uru Leggings Core
conarm:leggings_core:0, Eezo Leggings Core
conarm:leggings_core:0, Basalt Leggings Core
conarm:leggings_core:0, Triberium Leggings Core
conarm:leggings_core:0, Fractum Leggings Core
conarm:leggings_core:0, Violium Leggings Core
conarm:leggings_core:0, Proxii Leggings Core
conarm:leggings_core:0, Tritonite Leggings Core
conarm:leggings_core:0, Ignitz Leggings Core
conarm:leggings_core:0, Imperomite Leggings Core
conarm:leggings_core:0, Solarium Leggings Core
conarm:leggings_core:0, Nihilite Leggings Core
conarm:leggings_core:0, Adamant Leggings Core
conarm:leggings_core:0, Dyonite Leggings Core
conarm:leggings_core:0, Nucleum Leggings Core
conarm:leggings_core:0, Lumix Leggings Core
conarm:leggings_core:0, Seismum Leggings Core
conarm:leggings_core:0, Astrium Leggings Core
conarm:leggings_core:0, Niob Leggings Core
conarm:leggings_core:0, Yrdeen Leggings Core
conarm:leggings_core:0, Meteorite Leggings Core
conarm:leggings_core:0, Obsidiorite Leggings Core
conarm:leggings_core:0, Treated Wood Leggings Core
conarm:leggings_core:0, Constantan Leggings Core
conarm:boots_core:0, Naga Scale Boots Core
conarm:boots_core:0, Steeleaf Boots Core
conarm:boots_core:0, Fiery Boots Core
conarm:boots_core:0, Knightly Boots Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Dragon Bone Boots Core
conarm:boots_core:0, Desert Myrmex Chitin Boots Core
conarm:boots_core:0, Jungle Myrmex Chitin Boots Core
conarm:boots_core:0, Fire Dragonsteel Boots Core
conarm:boots_core:0, Ice Dragonsteel Boots Core
conarm:boots_core:0, Weezer Boots Core
conarm:boots_core:0, Frost Troll Leather Boots Core
conarm:boots_core:0, Tan Deathworm Chitin Boots Core
conarm:boots_core:0, Bronze Dragon Scales Boots Core
conarm:boots_core:0, Blue Sea Serpent Scales Boots Core
conarm:boots_core:0, Purple Sea Serpent Scales Boots Core
conarm:boots_core:0, White Dragon Scales Boots Core
conarm:boots_core:0, White Deathworm Chitin Boots Core
conarm:boots_core:0, Brown Deathworm Chitin Boots Core
conarm:boots_core:0, Gray Dragon Scales Boots Core
conarm:boots_core:0, Sapphire Dragon Scales Boots Core
conarm:boots_core:0, Teal Sea Serpent Scales Boots Core
conarm:boots_core:0, Blue Dragon Scales Boots Core
conarm:boots_core:0, Forest Troll Leather Boots Core
conarm:boots_core:0, Green Dragon Scales Boots Core
conarm:boots_core:0, Mountain Troll Leather Boots Core
conarm:boots_core:0, Bronze Sea Serpent Scales Boots Core
conarm:boots_core:0, Red Dragon Scales Boots Core
conarm:boots_core:0, Deep Blue Sea Serpent Scales Boots Core
conarm:boots_core:0, Red Sea Serpent Scales Boots Core
conarm:boots_core:0, Green Sea Serpent Scales Boots Core
conarm:boots_core:0, Silver Dragon Scales Boots Core
conarm:boots_core:0, Blood Infused Wooden Boots Core
conarm:boots_core:0, Blood Infused Iron Boots Core
conarm:boots_core:0, Tiberium Boots Core
conarm:boots_core:0, Aurorium Boots Core
conarm:boots_core:0, Prometheum Boots Core
conarm:boots_core:0, Duranite Boots Core
conarm:boots_core:0, Valyrium Boots Core
conarm:boots_core:0, Vibranium Boots Core
conarm:boots_core:0, Terrax Boots Core
conarm:boots_core:0, Palladium Boots Core
conarm:boots_core:0, Uru Boots Core
conarm:boots_core:0, Eezo Boots Core
conarm:boots_core:0, Basalt Boots Core
conarm:boots_core:0, Triberium Boots Core
conarm:boots_core:0, Fractum Boots Core
conarm:boots_core:0, Violium Boots Core
conarm:boots_core:0, Proxii Boots Core
conarm:boots_core:0, Tritonite Boots Core
conarm:boots_core:0, Ignitz Boots Core
conarm:boots_core:0, Imperomite Boots Core
conarm:boots_core:0, Solarium Boots Core
conarm:boots_core:0, Nihilite Boots Core
conarm:boots_core:0, Adamant Boots Core
conarm:boots_core:0, Dyonite Boots Core
conarm:boots_core:0, Nucleum Boots Core
conarm:boots_core:0, Lumix Boots Core
conarm:boots_core:0, Seismum Boots Core
conarm:boots_core:0, Astrium Boots Core
conarm:boots_core:0, Niob Boots Core
conarm:boots_core:0, Yrdeen Boots Core
conarm:boots_core:0, Meteorite Boots Core
conarm:boots_core:0, Obsidiorite Boots Core
conarm:boots_core:0, Treated Wood Boots Core
conarm:boots_core:0, Constantan Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Naga Scale Polishing Kit
conarm:polishing_kit:0, Steeleaf Polishing Kit
conarm:polishing_kit:0, Fiery Polishing Kit
conarm:polishing_kit:0, Knightly Polishing Kit
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:polishing_kit:0, Dragon Bone Polishing Kit
conarm:polishing_kit:0, Desert Myrmex Chitin Polishing Kit
conarm:polishing_kit:0, Jungle Myrmex Chitin Polishing Kit
conarm:polishing_kit:0, Fire Dragonsteel Polishing Kit
conarm:polishing_kit:0, Ice Dragonsteel Polishing Kit
conarm:polishing_kit:0, Weezer Polishing Kit
conarm:polishing_kit:0, Frost Troll Leather Polishing Kit
conarm:polishing_kit:0, Tan Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Bronze Dragon Scales Polishing Kit
conarm:polishing_kit:0, Blue Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Purple Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, White Dragon Scales Polishing Kit
conarm:polishing_kit:0, White Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Brown Deathworm Chitin Polishing Kit
conarm:polishing_kit:0, Gray Dragon Scales Polishing Kit
conarm:polishing_kit:0, Sapphire Dragon Scales Polishing Kit
conarm:polishing_kit:0, Teal Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Blue Dragon Scales Polishing Kit
conarm:polishing_kit:0, Forest Troll Leather Polishing Kit
conarm:polishing_kit:0, Green Dragon Scales Polishing Kit
conarm:polishing_kit:0, Mountain Troll Leather Polishing Kit
conarm:polishing_kit:0, Bronze Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Red Dragon Scales Polishing Kit
conarm:polishing_kit:0, Deep Blue Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Red Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Green Sea Serpent Scales Polishing Kit
conarm:polishing_kit:0, Silver Dragon Scales Polishing Kit
conarm:polishing_kit:0, Blood Infused Wooden Polishing Kit
conarm:polishing_kit:0, Blood Infused Iron Polishing Kit
conarm:polishing_kit:0, Tiberium Polishing Kit
conarm:polishing_kit:0, Aurorium Polishing Kit
conarm:polishing_kit:0, Prometheum Polishing Kit
conarm:polishing_kit:0, Duranite Polishing Kit
conarm:polishing_kit:0, Valyrium Polishing Kit
conarm:polishing_kit:0, Vibranium Polishing Kit
conarm:polishing_kit:0, Terrax Polishing Kit
conarm:polishing_kit:0, Palladium Polishing Kit
conarm:polishing_kit:0, Uru Polishing Kit
conarm:polishing_kit:0, Eezo Polishing Kit
